excel_row,source_code,permalink
9894,95-S311-39,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0012?accountid=10598
9895,95-S311-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0048?accountid=10598
9896,95-S311-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0048?accountid=10598
9897,95-S311-40,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0013?accountid=10598
9898,95-S311-41,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0014?accountid=10598
9899,95-S311-42,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0015?accountid=10598
9900,95-S311-43,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0016?accountid=10598
9901,95-S311-45,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0018?accountid=10598
9902,95-S311-46,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0019?accountid=10598
9903,95-S311-47,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0020?accountid=10598
9904,95-S311-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0021?accountid=10598
9905,95-S311-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0049?accountid=10598
9906,95-S311-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0049?accountid=10598
9907,95-S311-50,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0023?accountid=10598
9908,95-S311-51,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0024?accountid=10598
9909,95-S311-53,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0026?accountid=10598
9910,95-S311-55,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0028?accountid=10598
9911,95-S311-57,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0030?accountid=10598
9912,95-S311-58,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0031?accountid=10598
9913,95-S311-59,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0032?accountid=10598
9914,95-S311-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0050?accountid=10598
9915,95-S311-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0050?accountid=10598
9916,95-S311-60,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0033?accountid=10598
9917,95-S311-61,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0034?accountid=10598
9918,95-S311-64,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0037?accountid=10598
9919,95-S311-65,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0038?accountid=10598
9920,95-S311-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0051?accountid=10598
9921,95-S311-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0051?accountid=10598
9922,95-S311-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0052?accountid=10598
9923,95-S311-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0052?accountid=10598
9924,95-S311-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0053?accountid=10598
9925,95-S311-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-nar-0053?accountid=10598
9926,95-S321-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-pwo-0014?accountid=10598
9927,95-S321-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-pwo-0014?accountid=10598
9928,95-S321-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-pwo-0001?accountid=10598
9929,95-S321-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-pwo-0003?accountid=10598
9930,95-S321-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-pwo-0004?accountid=10598
9931,95-S321-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-pwo-0005?accountid=10598
9932,95-S321-16,
9933,95-S321-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-pwo-0015?accountid=10598
9934,95-S321-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-pwo-0015?accountid=10598
9935,95-S321-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-pwo-0016?accountid=10598
9936,95-S321-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-pwo-0016?accountid=10598
9937,95-S321-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-pwo-0021?accountid=10598
9938,95-S321-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-pwo-0021?accountid=10598
9939,95-S321-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-pwo-0008?accountid=10598
9940,95-S361-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-fns-0017?accountid=10598
9941,95-S361-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-fns-0017?accountid=10598
9942,95-S361-39,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-fns-0037?accountid=10598
9943,95-S361-39,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-fns-0037?accountid=10598
9944,95-S361-67,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-fns-0032?accountid=10598
9945,95-S381-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-for-0002?accountid=10598
9946,95-S381-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-for-0015?accountid=10598
9947,95-S381-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-for-0015?accountid=10598
9948,95-S381-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-for-0016?accountid=10598
9949,95-S381-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-for-0016?accountid=10598
9950,95-S401-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1992-sga-0061?accountid=10598
9951,95-S401-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1992-sga-0061?accountid=10598
9952,95-S401-33,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-sga-0028?accountid=10598
9953,95-S401-33,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-sga-0028?accountid=10598
9954,95-S401-43,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-sga-0039?accountid=10598
9955,95-S401-43,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-sga-0039?accountid=10598
9956,95-S411-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-ias-0016?accountid=10598
9957,95-S411-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-ias-0016?accountid=10598
9958,95-S411-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-ias-0024?accountid=10598
9959,95-S411-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-ias-0024?accountid=10598
9960,96-H271-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-coh-0035?accountid=10598
9961,96-H271-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-coh-0036?accountid=10598
9962,96-H271-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-coh-0038?accountid=10598
9963,96-H271-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-coh-0039?accountid=10598
9964,96-H271-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-coh-0046?accountid=10598
9965,96-H271-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-coh-0034?accountid=10598
9966,96-H271-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0003?accountid=10598
9967,96-H271-33,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-coh-0053?accountid=10598
9968,96-H271-34,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0008?accountid=10598
9969,96-H271-35,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0009?accountid=10598
9970,96-H271-37,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0011?accountid=10598
9971,96-H271-38,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-coh-0054?accountid=10598
9972,96-H271-41,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-coh-0058?accountid=10598
9973,96-H271-45,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0001?accountid=10598
9974,96-H271-49,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0018?accountid=10598
9975,96-H271-52,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0020?accountid=10598
9976,96-H271-55,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0023?accountid=10598
9977,96-H271-57,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0025?accountid=10598
9978,96-H271-58,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0026?accountid=10598
9979,96-H271-59,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0027?accountid=10598
9980,96-H271-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-coh-0061?accountid=10598
9981,96-H271-62,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0030?accountid=10598
9982,96-H271-63,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0031?accountid=10598
9983,96-H271-64,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0002?accountid=10598
9984,96-H271-67,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0034?accountid=10598
9985,96-H271-68,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0035?accountid=10598
9986,96-H271-72,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0039?accountid=10598
9987,96-H401-26,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-gro-0028?accountid=10598
9988,96-H521-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hjh-0025?accountid=10598
9989,96-H571-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hns-0012?accountid=10598
9990,96-H571-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hns-0014?accountid=10598
9991,96-H651-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0045?accountid=10598
9992,96-H651-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0037?accountid=10598
9993,96-H651-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0041?accountid=10598
9994,96-H651-17,
9995,96-H651-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0048?accountid=10598
9996,96-H651-21,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0002?accountid=10598
9997,96-H651-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0047?accountid=10598
9998,96-H651-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0004?accountid=10598
9999,96-H651-28,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0008?accountid=10598
10000,96-H651-29,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0009?accountid=10598
10001,96-H651-31,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0011?accountid=10598
10002,96-H651-32,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0012?accountid=10598
10003,96-H651-35,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0014?accountid=10598
10004,96-H651-36,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0015?accountid=10598
10005,96-H651-37,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0016?accountid=10598
10006,96-H651-38,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0017?accountid=10598
10007,96-H651-39,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0018?accountid=10598
10008,96-H651-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0051?accountid=10598
10009,96-H651-41,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0020?accountid=10598
10010,96-H651-46,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0025?accountid=10598
10011,96-H651-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0050?accountid=10598
10012,96-H651-49,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0027?accountid=10598
10013,96-H651-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0052?accountid=10598
10014,96-H651-50,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0028?accountid=10598
10015,96-H651-51,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0029?accountid=10598
10016,96-H651-53,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0031?accountid=10598
10017,96-H651-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0053?accountid=10598
10018,96-H651-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0054?accountid=10598
10019,96-H651-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0055?accountid=10598
10020,96-H651-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hrc-0056?accountid=10598
10021,96-H701-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-sci-0026?accountid=10598
10022,96-H701-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-sci-0029?accountid=10598
10023,96-H701-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-sci-0031?accountid=10598
10024,96-H701-19,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-sci-0033?accountid=10598
10025,96-H701-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-sci-0035?accountid=10598
10026,96-H701-23,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-sci-0036?accountid=10598
10027,96-H701-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-sci-0003?accountid=10598
10028,96-H701-34,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-sci-0013?accountid=10598
10029,96-H701-39,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-sci-0018?accountid=10598
10030,96-H751-19,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hti-0025?accountid=10598
10031,96-H751-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hti-0029?accountid=10598
10032,96-H751-26,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hti-0004?accountid=10598
10033,96-S161-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-anf-0002?accountid=10598
10034,96-S161-18,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-anf-0010?accountid=10598
10035,96-S261-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-cst-0024?accountid=10598
10036,96-S261-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-cst-0015?accountid=10598
10037,96-S261-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-cst-0016?accountid=10598
10038,96-S261-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-cst-0035?accountid=10598
10039,96-S261-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-cst-0038?accountid=10598
10040,96-S311-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0040?accountid=10598
10041,96-S311-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0041?accountid=10598
10042,96-S311-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0042?accountid=10598
10043,96-S311-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0045?accountid=10598
10044,96-S311-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0046?accountid=10598
10045,96-S311-18,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0047?accountid=10598
10046,96-S311-23,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0003?accountid=10598
10047,96-S311-28,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0060?accountid=10598
10048,96-S311-29,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0006?accountid=10598
10049,96-S311-31,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0007?accountid=10598
10050,96-S311-33,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0009?accountid=10598
10051,96-S311-35,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0011?accountid=10598
10052,96-S311-37,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0013?accountid=10598
10053,96-S311-4,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-nar-0054?accountid=10598
10054,96-S311-43,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0019?accountid=10598
10055,96-S311-44,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0020?accountid=10598
10056,96-S311-45,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0021?accountid=10598
10057,96-S311-47,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0023?accountid=10598
10058,96-S321-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-pwo-0028?accountid=10598
10059,96-S321-18,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-pwo-0013?accountid=10598
10060,96-S321-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-pwo-0019?accountid=10598
10061,96-S401-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-sga-0004?accountid=10598
10062,96-S401-37,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-sga-0012?accountid=10598
10063,96-S411-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-ias-0016?accountid=10598
10064,97-H161-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hag-0001?accountid=10598
10065,97-H161-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hag-0005?accountid=10598
10066,97-H161-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hag-0006?accountid=10598
10067,97-H161-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hag-0013?accountid=10598
10068,97-H161-23,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hag-0014?accountid=10598
10069,97-H161-33,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hag-0024?accountid=10598
10070,97-H161-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hag-0016?accountid=10598
10071,97-H161-7,
10072,97-H161-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hag-0025?accountid=10598
10073,97-H181-45,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hap-0039?accountid=10598
10074,97-H271-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0045?accountid=10598
10075,97-H271-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0043?accountid=10598
10076,97-H271-14,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0044?accountid=10598
10077,97-H271-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-coh-0002?accountid=10598
10078,97-H271-20,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-coh-0006?accountid=10598
10079,97-H271-23,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-coh-0009?accountid=10598
10080,97-H271-38,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-coh-0024?accountid=10598
10081,97-H271-42,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-coh-0028?accountid=10598
10082,97-H271-44,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-coh-0030?accountid=10598
10083,97-H271-48,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-coh-0034?accountid=10598
10084,97-H271-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-coh-0047?accountid=10598
10085,97-H401-123,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-gro-0021?accountid=10598
10086,97-H401-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-gro-0051?accountid=10598
10087,97-H401-136,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-gro-0015?accountid=10598
10088,97-H401-140,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1994-oph-0057?accountid=10598
10089,97-H401-77,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1990-oph-0078?accountid=10598
10090,97-H521-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-hjh-0070?accountid=10598
10091,97-H521-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hjh-0027?accountid=10598
10092,97-H521-60,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hjh-0017?accountid=10598
10093,97-H651-1,
10094,97-H651-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0033?accountid=10598
10095,97-H651-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0034?accountid=10598
10096,97-H651-16,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0038?accountid=10598
10097,97-H651-18,
10098,97-H651-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0040?accountid=10598
10099,97-H651-24,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0006?accountid=10598
10100,97-H651-25,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0007?accountid=10598
10101,97-H651-26,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0008?accountid=10598
10102,97-H651-28,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0010?accountid=10598
10103,97-H651-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0041?accountid=10598
10104,97-H651-31,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0013?accountid=10598
10105,97-H651-32,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0014?accountid=10598
10106,97-H651-33,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0015?accountid=10598
10107,97-H651-36,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0018?accountid=10598
10108,97-H651-37,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0019?accountid=10598
10109,97-H651-40,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0022?accountid=10598
10110,97-H651-45,
10111,97-H651-47,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-hrc-0028?accountid=10598
10112,97-H651-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0043?accountid=10598
10113,97-H651-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0045?accountid=10598
10114,97-H651-9,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hrc-0047?accountid=10598
10115,97-H701-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-sci-0026?accountid=10598
10116,97-H701-23,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-sci-0029?accountid=10598
10117,97-H701-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-sci-0033?accountid=10598
10118,97-H701-8,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-sci-0035?accountid=10598
10119,97-H721-22,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-smb-0004?accountid=10598
10120,97-H751-11,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-hti-0008?accountid=10598
10121,97-S161-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-anf-0017?accountid=10598
10122,97-S161-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-anf-0003?accountid=10598
10123,97-S241-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-bhu-0011?accountid=10598
10124,97-S261-2,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-cst-0029?accountid=10598
10125,97-S261-35,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-cst-0005?accountid=10598
10126,97-S311-13,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0028?accountid=10598
10127,97-S311-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0032?accountid=10598
10128,97-S311-18,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0033?accountid=10598
10129,97-S311-19,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0034?accountid=10598
10130,97-S311-26,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-nar-0006?accountid=10598
10131,97-S311-29,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-nar-0009?accountid=10598
10132,97-S311-30,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-nar-0010?accountid=10598
10133,97-S311-33,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-nar-0013?accountid=10598
10134,97-S311-34,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-nar-0014?accountid=10598
10135,97-S311-35,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-nar-0015?accountid=10598
10136,97-S311-37,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-nar-0017?accountid=10598
10137,97-S311-38,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-nar-0018?accountid=10598
10138,97-S311-40,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-nar-0020?accountid=10598
10139,97-S311-5,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0039?accountid=10598
10140,97-S311-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-nar-0040?accountid=10598
10141,97-S321-1,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-pwo-0003?accountid=10598
10142,97-S321-10,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1995-pwo-0026?accountid=10598
10143,97-S321-12,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-pwo-0002?accountid=10598
10144,97-S321-15,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-pwo-0005?accountid=10598
10145,97-S321-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-pwo-0007?accountid=10598
10146,97-S321-3,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-pwo-0005?accountid=10598
10147,97-S321-6,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-pwo-0008?accountid=10598
10148,97-S321-7,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-pwo-0009?accountid=10598
10149,97-S381-16,
10150,97-S381-23,
10151,97-S411-17,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1997-ias-0006?accountid=10598
10152,97-S521-71,https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1996-sjs-0028?accountid=10598
